Raw Name                                           Friendly Name
H_DELI_DOOR_01                                     Hills Deli Door #1
H_DELI_DOOR_01_N                                   Hills Deli Door #1 (Night)
H_DELI_SIGN                                        Hills Deli Sign
H_DELI_SIGN_N                                      Hills Deli Sign (Night)
H_DELI_WIN_01                                      Hills Deli Window #1
H_DELI_WIN_01_N                                    Hills Deli Window #1 (Night)
H_GUN_BRICK                                        Hills Gun Shop Brick
H_GUN_BRICK_N                                      Hills Gun Shop Brick (Night)
H_GUN_SIGN                                         Hills Gun Shop Sign
H_GUN_SIGN_N                                       Hills Gun Shop Sign (Night)
H_GUN_WIN_01                                       Hills Gun Shop Window #1
H_GUN_WIN_01_N                                     Hills Gun Shop Window #1 (Night)
H_GUN_WIN_02                                       Hills Gun Shop Window #2
H_GUN_WIN_02_N                                     Hills Gun Shop Window #2 (Night)
H_INN_BRICK                                        Hills Inn Brick
H_INN_BRICK_N                                      Hills Inn Brick (Night)
H_INN_DOOR_01                                      Hills Inn Door #1
H_INN_DOOR_01_N                                    Hills Inn Door #1 (Night)
H_INN_WIN_01                                       Hills Inn Window #1
H_INN_WIN_01_N                                     Hills Inn Window #1 (Night)
H_INN_WIN_02                                       Hills Inn Window #2
H_INN_WIN_02_N                                     Hills Inn Window #2 (Night)
H_INN_WIN_03                                       Hills Inn Window #3
H_INN_WIN_03_N                                     Hills Inn Window #3 (Night)
H_OFFCE_BRICK                                      Hills Office Brick
H_OFFCE_BRICK_N                                    Hills Office Brick (Night)
H_OFFCE_WIN_01                                     Hills Office Window #1
H_OFFCE_WIN_01_N                                   Hills Office Window #1 (Night)
H_OFFCE_WIN_02                                     Hills Office Window #2
H_OFFCE_WIN_02_N                                   Hills Office Window #2 (Night)
H_OFFICE_DOOR                                      Hills Office Door
H_OFFICE_DOOR_N                                    Hills Office Door (Night)
H_OFFICE_WIN                                       Hills Office (Winter)
H_OFFICE_WIN_N                                     Hills Office (Winter, Night)
H_PIZZA_BRICK                                      Hills Pizza Shop Brick
H_PIZZA_BRICK_N                                    Hills Pizza Shop Brick (Night)
H_PIZZA_DOOR_01                                    Hills Pizza Shop Door #1
H_PIZZA_DOOR_01_N                                  Hills Pizza Shop Door #1 (Night)
H_PIZZA_SIGN                                       Hills Pizza Shop Sign
H_PIZZA_SIGN_N                                     Hills Pizza Shop Sign (Night)
H_PIZZA_WIN_01                                     Hills Pizza Shop Window #1
H_PIZZA_WIN_01_N                                   Hills Pizza Shop Window #1 (Night)
H_PIZZA_WIN_02                                     Hills Pizza Shop Window #2
H_PIZZA_WIN_02_N                                   Hills Pizza Shop Window #2 (Night)
H_ROOF                                             Hills Roof
H_ROOF_N                                           Hills Roof (Night)
H_SHOP2_BRICK                                      Hills Shop 2 Brick
H_SHOP2_BRICK_N                                    Hills Shop 2 Brick (Night)
H_SHOP2_DOOR_01                                    Hills Shop 2 Door #1
H_SHOP2_DOOR_01_N                                  Hills Shop 2 Door #1 (Night)
H_SHOP2_SIGN                                       Hills Shop 2 Sign
H_SHOP2_SIGN_N                                     Hills Shop 2 Sign (Night)
H_SHOP2_WIN_01                                     Hills Shop 2 Window #1
H_SHOP2_WIN_01_N                                   Hills Shop 2 Window #1 (Night)
H_SHOP2_WIN_02                                     Hills Shop 2 Window #2
H_SHOP2_WIN_02_N                                   Hills Shop 2 Window #2 (Night)
H_SHOP2_WIN_03                                     Hills Shop 2 Window #3
H_SHOP2_WIN_03_N                                   Hills Shop 2 Window #3 (Night)
H_SHOP_BRICK                                       Hills Shop Brick
H_SHOP_BRICK_N                                     Hills Shop Brick (Night)
H_SHOP_DOOR_01                                     Hills Shop Door #1
H_SHOP_DOOR_01_N                                   Hills Shop Door #1 (Night)
H_SHOP_SIGN                                        Hills Shop Sign
H_SHOP_SIGN_N                                      Hills Shop Sign (Night)
H_SHOP_WIN_01                                      Hills Shop Window #1
H_SHOP_WIN_01_N                                    Hills Shop Window #1 (Night)
H_SHOP_WIN_02                                      Hills Shop Window #2
H_SHOP_WIN_02_N                                    Hills Shop Window #2 (Night)
H_STOR_BRICK                                       Hills Store Brick
H_STOR_BRICK_N                                     Hills Store Brick (Night)
H_STOR_DOOR_02                                     Hills Store Door #2
H_STOR_DOOR_02_N                                   Hills Store Door #2 (Night)
H_STOR_WIN_01                                      Hills Store Window #1
H_STOR_WIN_01_N                                    Hills Store Window #1 (Night)
H_STOR_WIN_02                                      Hills Store Window #2
H_STOR_WIN_02_N                                    Hills Store Window #2 (Night)
IND_ASPHALT                                        Industrial Asphalt
IND_ASPHALT_N                                      Industrial Asphalt (Night)
IND_BRICK                                          Industrial Brick
IND_BRICKDOOR                                      Industrial Brickdoor
IND_BRICKDOOR_N                                    Industrial Brickdoor (Night)
IND_BRICKWIN                                       Industrial Brickwin
IND_BRICKWIN_N                                     Industrial Brickwin (Night)
IND_BRICK_N                                        Industrial Brick (Night)
IND_B_BRICK                                        Industrial Blue Brick
IND_B_BRICK_N                                      Industrial Blue Brick (Night)
IND_B_DOOR                                         Industrial Blue Door
IND_B_DOOR_N                                       Industrial Blue Door (Night)
IND_B_WIN                                          Industrial Blue (Winter)
IND_B_WIN_N                                        Industrial Blue (Winter, Night)
IND_CLUB_SIGN                                      Industrial Club Sign
IND_CLUB_SIGN_N                                    Industrial Club Sign (Night)
IND_CONCRETE                                       Industrial Concrete
IND_CONCRETE_N                                     Industrial Concrete (Night)
IND_CRETE                                          Industrial Crete
IND_CRETE_N                                        Industrial Crete (Night)
IND_DINR_BRICK                                     Industrial Diner Brick
IND_DINR_BRICK_N                                   Industrial Diner Brick (Night)
IND_DINR_DOOR_01                                   Industrial Diner Door #1
IND_DINR_DOOR_01_N                                 Industrial Diner Door #1 (Night)
IND_DINR_SIGN                                      Industrial Diner Sign
IND_DINR_SIGN_N                                    Industrial Diner Sign (Night)
IND_DINR_TARP                                      Industrial Diner Tarp
IND_DINR_TARP_N                                    Industrial Diner Tarp (Night)
IND_DINR_WIN_01                                    Industrial Diner Window #1
IND_DINR_WIN_01_N                                  Industrial Diner Window #1 (Night)
IND_DOOR_01                                        Industrial Door #1
IND_DOOR_01_N                                      Industrial Door #1 (Night)
IND_FACT_BRICK                                     Industrial Factory Brick
IND_FACT_BRICK_N                                   Industrial Factory Brick (Night)
IND_FACT_DOOR_01                                   Industrial Factory Door #1
IND_FACT_DOOR_01_N                                 Industrial Factory Door #1 (Night)
IND_FACT_WIN_01                                    Industrial Factory Window #1
IND_FACT_WIN_01_N                                  Industrial Factory Window #1 (Night)
IND_GRID                                           Industrial Grid
IND_GRID_N                                         Industrial Grid (Night)
IND_G_BRICK                                        Industrial Green Brick
IND_G_BRICK_N                                      Industrial Green Brick (Night)
IND_G_DOOR_03                                      Industrial Green Door #3
IND_G_DOOR_03_N                                    Industrial Green Door #3 (Night)
IND_G_WIN_01                                       Industrial Green Window #1
IND_G_WIN_01_N                                     Industrial Green Window #1 (Night)
IND_G_WIN_02                                       Industrial Green Window #2
IND_G_WIN_02_N                                     Industrial Green Window #2 (Night)
IND_G_WIN_03                                       Industrial Green Window #3
IND_G_WIN_03_N                                     Industrial Green Window #3 (Night)
IND_HOTEL_BRICK                                    Industrial Hotel Brick
IND_HOTEL_BRICK_N                                  Industrial Hotel Brick (Night)
IND_HOTEL_DOOR_01                                  Industrial Hotel Door #1
IND_HOTEL_DOOR_01_N                                Industrial Hotel Door #1 (Night)
IND_HOTEL_SIGN                                     Industrial Hotel Sign
IND_HOTEL_SIGN_N                                   Industrial Hotel Sign (Night)
IND_HOTEL_WIN_02                                   Industrial Hotel Window #2
IND_HOTEL_WIN_02_N                                 Industrial Hotel Window #2 (Night)
IND_IBEAM                                          Industrial I-Beam
IND_ROAD                                           Industrial Road
IND_ROCK                                           Industrial Rock
IND_ROCK_N                                         Industrial Rock (Night)
IND_ROOF                                           Industrial Roof
IND_ROOF_01                                        Industrial Roof #1
IND_ROOF_01_N                                      Industrial Roof #1 (Night)
IND_ROOF_N                                         Industrial Roof (Night)
IND_RUST                                           Industrial Rust
IND_RUST_N                                         Industrial Rust (Night)
IND_SCOTT_DOOR_01                                  Industrial Scott Building Door #1
IND_SCOTT_DOOR_01_N                                Industrial Scott Building Door #1 (Night)
IND_SIDE_01                                        Industrial Side Panel
IND_SIDE_01_N                                      Industrial Side Panel (Night)
IND_SIDING_BOT                                     Industrial Siding Bottom
IND_SIGN_01                                        Industrial Sign #1
IND_SIGN_01_N                                      Industrial Sign #1 (Night)
IND_SIGN_03                                        Industrial Sign #3
IND_SIGN_03_N                                      Industrial Sign #3 (Night)
IND_SIGN_04                                        Industrial Sign #4
IND_SIGN_04_N                                      Industrial Sign #4 (Night)
IND_SLIDINGDOOR                                    Industrial Slidingdoor
IND_SLIDINGDOOR_N                                  Industrial Slidingdoor (Night)
IND_TIN                                            Industrial Tin
IND_TIN01                                          Industrial Tin01 1
IND_TIN01_N                                        Industrial Tin01 1 (Night)
IND_TIN_DARK                                       Industrial Tin Dark
IND_TIN_DARK_N                                     Industrial Tin Dark (Night)
IND_TIN_N                                          Industrial Tin (Night)
IND_TIRE                                           Industrial Tire
IND_TRUCK_SIDE                                     Industrial Truck Side
IND_TRUCK_SIDE_N                                   Industrial Truck Side (Night)
IND_TRUCK_UNDER                                    Industrial Truck Underside
IND_VENT                                           Industrial Vent
IND_VENT03                                         Industrial Vent03 3
IND_VENT03_N                                       Industrial Vent03 3 (Night)
IND_VENT_N                                         Industrial Vent (Night)
IND_WALL                                           Industrial Wall
IND_WALL_N                                         Industrial Wall (Night)
IND_WIN_02                                         Industrial Win #2
IND_WIN_02_N                                       Industrial Win #2 (Night)
IND_WIN_03                                         Industrial Win #3
IND_WIN_03_N                                       Industrial Win #3 (Night)
LMMALL_LOT                                         Lakeshore Mall Lot
LMMALL_LOT_N                                       Lakeshore Mall Lot (Night)
L_BOTTOM                                           Landmark Bottom
L_BOTTOM_N                                         Landmark Bottom (Night)
L_RIVET                                            Landmark Rivet
L_RIVET_N                                          Landmark Rivet (Night)
L_SIDE                                             Landmark Side
L_SIDE_N                                           Landmark Side (Night)
MALL1                                              Mall 1
MALL2                                              Mall 2
MALL3                                              Mall 3
MALL4                                              Mall 4
MALL5                                              Mall 5
MALL_SIGN                                          Mall Sign
MALL_SIGN_N                                        Mall Sign (Night)
MANFACE                                            Man Face
OPP_ICON                                           Opponent Icon
OT_APT_BRICK                                       Old Town Apartment Brick
OT_APT_SIGN                                        Old Town Apartment Sign
OT_APT_WIN_01                                      Old Town Apartment Window #1
OT_APT_WIN_01_N                                    Old Town Apartment Window #1 (Night)
OT_APT_WIN_02                                      Old Town Apartment Window #2
OT_APT_WIN_02_N                                    Old Town Apartment Window #2 (Night)
OT_BAR_BRICK                                       Old Town Bar Brick
OT_BAR_BRICK_N                                     Old Town Bar Brick (Night)
OT_BAR_DOOR_01                                     Old Town Bar Door #1
OT_BAR_DOOR_01_N                                   Old Town Bar Door #1 (Night)
OT_BAR_SIGN_01                                     Old Town Bar Sign #1
OT_BAR_SIGN_02                                     Old Town Bar Sign #2
OT_BAR_SIGN_03                                     Old Town Bar Sign #3
OT_BAR_WIN_01                                      Old Town Bar Window #1
OT_BAR_WIN_01_N                                    Old Town Bar Window #1 (Night)
OT_BAR_WIN_02                                      Old Town Bar Window #2
OT_BAR_WIN_02_N                                    Old Town Bar Window #2 (Night)
OT_BAR_WIN_03                                      Old Town Bar Window #3
OT_BAR_WIN_03_N                                    Old Town Bar Window #3 (Night)
OT_BAR_WIN_04                                      Old Town Bar Window #4
OT_BAR_WIN_04_N                                    Old Town Bar Window #4 (Night)
OT_BLDG01_DOOR_01                                  Old Town Building 1 Door #1
OT_BLDG01_DOOR_01_N                                Old Town Building 1 Door #1 (Night)
OT_BLDG01_TRIM                                     Old Town Building 1 Trim
OT_BLDG01_TRIM_N                                   Old Town Building 1 Trim (Night)
OT_BLDG01_WALL                                     Old Town Building 1 Wall
OT_BLDG01_WALL_N                                   Old Town Building 1 Wall (Night)
OT_BLDG01_WIN_01                                   Old Town Building 1 Window #1
OT_BLDG01_WIN_01_N                                 Old Town Building 1 Window #1 (Night)
OT_BLDG02_BRICK                                    Old Town Building 2 Brick
OT_BLDG02_BRICK_N                                  Old Town Building 2 Brick (Night)
OT_BLDG02_DOOR_01                                  Old Town Building 2 Door #1
OT_BLDG02_DOOR_01_N                                Old Town Building 2 Door #1 (Night)
OT_BLDG02_WIN_01                                   Old Town Building 2 Window #1
OT_BLDG02_WIN_01_N                                 Old Town Building 2 Window #1 (Night)
OT_BLDG02_WIN_02                                   Old Town Building 2 Window #2
OT_BLDG02_WIN_02_N                                 Old Town Building 2 Window #2 (Night)
OT_BNK_ATM                                         Old Town Bank ATM
OT_BNK_ATM_N                                       Old Town Bank ATM (Night)
OT_BNK_BRICK_01                                    Old Town Bank Brick #1
OT_BNK_BRICK_01_N                                  Old Town Bank Brick #1 (Night)
OT_BNK_DOOR_01                                     Old Town Bank Door #1
OT_BNK_DOOR_01_N                                   Old Town Bank Door #1 (Night)
OT_BNK_WIN_01                                      Old Town Bank Window #1
OT_BNK_WIN_01_N                                    Old Town Bank Window #1 (Night)
OT_BNK_WIN_02                                      Old Town Bank Window #2
OT_BNK_WIN_02_N                                    Old Town Bank Window #2 (Night)
OT_CLUB_BRICK                                      Old Town Club Brick
OT_CLUB_BRICK_N                                    Old Town Club Brick (Night)
OT_CLUB_DOOR_01                                    Old Town Club Door #1
OT_CLUB_DOOR_01_N                                  Old Town Club Door #1 (Night)
OT_CLUB_SIGN                                       Old Town Club Sign
OT_CLUB_WIN_01                                     Old Town Club Window #1
OT_CLUB_WIN_01_N                                   Old Town Club Window #1 (Night)
OT_CLUB_WIN_02                                     Old Town Club Window #2
OT_CLUB_WIN_02_N                                   Old Town Club Window #2 (Night)
OT_CLUB_WIN_03                                     Old Town Club Window #3
OT_CLUB_WIN_03_N                                   Old Town Club Window #3 (Night)
OT_HOME01_DOOR_01                                  Old Town Home 1 Door #1
OT_HOME01_DOOR_01_N                                Old Town Home 1 Door #1 (Night)
OT_HOME01_TRIM                                     Old Town Home 1 Trim
OT_HOME01_TRIM_N                                   Old Town Home 1 Trim (Night)
OT_HOME01_WIN_01                                   Old Town Home 1 Window #1
OT_HOME01_WIN_01_N                                 Old Town Home 1 Window #1 (Night)
OT_HOME01_WIN_02                                   Old Town Home 1 Window #2
OT_HOME01_WIN_02_N                                 Old Town Home 1 Window #2 (Night)
OT_HOME02_BRICK                                    Old Town Home 2 Brick
OT_HOME02_BRICK_N                                  Old Town Home 2 Brick (Night)
OT_HOME02_DOOR_01                                  Old Town Home 2 Door #1
OT_HOME02_DOOR_01_N                                Old Town Home 2 Door #1 (Night)
OT_HOME02_WIN_01                                   Old Town Home 2 Window #1
OT_HOME02_WIN_01_N                                 Old Town Home 2 Window #1 (Night)
OT_HOME03_BRICK                                    Old Town Home 3 Brick
OT_HOME03_BRICK_N                                  Old Town Home 3 Brick (Night)
OT_HOME03_DOOR_01                                  Old Town Home 3 Door #1
OT_HOME03_DOOR_01_N                                Old Town Home 3 Door #1 (Night)
OT_HOME03_TARP                                     Old Town Home 3 Tarp
OT_HOME03_TARP_N                                   Old Town Home 3 Tarp (Night)
OT_HOME03_WIN_01                                   Old Town Home 3 Window #1
OT_HOME03_WIN_01_N                                 Old Town Home 3 Window #1 (Night)
OT_HOME05_DOOR_01                                  Old Town Home 5 Door #1
OT_HOME05_DOOR_01_N                                Old Town Home 5 Door #1 (Night)
OT_HOME05_WIN_01                                   Old Town Home 5 Window #1
OT_HOME05_WIN_01_N                                 Old Town Home 5 Window #1 (Night)
OT_HOME05_WIN_02                                   Old Town Home 5 Window #2
OT_HOME05_WIN_02_N                                 Old Town Home 5 Window #2 (Night)
OT_HOME05_WIN_03                                   Old Town Home 5 Window #3
OT_HOME05_WIN_03_N                                 Old Town Home 5 Window #3 (Night)
OT_HOME07_BRICK                                    Old Town Home 7 Brick
OT_HOME07_BRICK_N                                  Old Town Home 7 Brick (Night)
OT_HOME07_DOOR_01                                  Old Town Home 7 Door #1
OT_HOME07_DOOR_01_N                                Old Town Home 7 Door #1 (Night)
OT_HOME07_TRIM                                     Old Town Home 7 Trim
OT_HOME07_TRIM_N                                   Old Town Home 7 Trim (Night)
OT_HOME07_WIN_01                                   Old Town Home 7 Window #1
OT_HOME07_WIN_01_N                                 Old Town Home 7 Window #1 (Night)
OT_HOME07_WIN_02                                   Old Town Home 7 Window #2
OT_HOME07_WIN_02_N                                 Old Town Home 7 Window #2 (Night)
OT_HOME08_WIN_01                                   Old Town Home 8 Window #1
OT_HOME08_WIN_01_N                                 Old Town Home 8 Window #1 (Night)
OT_HOME09_BRICK                                    Old Town Home 9 Brick
OT_HOME09_BRICK_N                                  Old Town Home 9 Brick (Night)
OT_HOME10_DOOR_01                                  Old Town Home 10 Door #1
OT_HOME10_DOOR_01_N                                Old Town Home 10 Door #1 (Night)
OT_HOME10_TRIM                                     Old Town Home 10 Trim
OT_HOME10_TRIM_N                                   Old Town Home 10 Trim (Night)
OT_HOME10_WIN_01                                   Old Town Home 10 Window #1
OT_HOME10_WIN_01_N                                 Old Town Home 10 Window #1 (Night)
OT_HOME10_WIN_02                                   Old Town Home 10 Window #2
OT_HOME10_WIN_02_N                                 Old Town Home 10 Window #2 (Night)
OT_HOME10_WIN_03                                   Old Town Home 10 Window #3
OT_HOME10_WIN_03_N                                 Old Town Home 10 Window #3 (Night)
OT_HOME11_BRICK                                    Old Town Home 11 Brick
OT_HOME11_BRICK_N                                  Old Town Home 11 Brick (Night)
OT_HOME11_DOOR_01                                  Old Town Home 11 Door #1
OT_HOME11_DOOR_01_N                                Old Town Home 11 Door #1 (Night)
OT_HOME11_WIN_01                                   Old Town Home 11 Window #1
OT_HOME11_WIN_01_N                                 Old Town Home 11 Window #1 (Night)
OT_HOME11_WIN_02                                   Old Town Home 11 Window #2
OT_HOME11_WIN_02_N                                 Old Town Home 11 Window #2 (Night)
OT_HOME11_WIN_03                                   Old Town Home 11 Window #3
OT_HOME11_WIN_03_N                                 Old Town Home 11 Window #3 (Night)
OT_HOTEL_BRICK                                     Old Town Hotel Brick
OT_HOTEL_BRICK_N                                   Old Town Hotel Brick (Night)
OT_HOTEL_DOOR_01                                   Old Town Hotel Door #1
OT_HOTEL_DOOR_01_N                                 Old Town Hotel Door #1 (Night)
OT_HOTEL_WIN_01                                    Old Town Hotel Window #1
OT_HOTEL_WIN_01_N                                  Old Town Hotel Window #1 (Night)
OT_LIGHT                                           Old Town Light
OT_LIGHTSIGN01                                     Old Town Lightsign01 1
OT_LIGHTSIGN02                                     Old Town Lightsign02 2
OT_LIGHTSIGN03                                     Old Town Lightsign03 3
OT_LIGHT_N                                         Old Town Light (Night)
OT_LIQUR_BRICK                                     Old Town Liquor Store Brick
OT_LIQUR_BRICK_N                                   Old Town Liquor Store Brick (Night)
OT_LIQUR_DOOR_01                                   Old Town Liquor Store Door #1
OT_LIQUR_DOOR_01_N                                 Old Town Liquor Store Door #1 (Night)
OT_LIQUR_ONING                                     Old Town Liquor Store Awning
OT_LIQUR_ONING_N                                   Old Town Liquor Store Awning (Night)
OT_LIQUR_WIN_01                                    Old Town Liquor Store Window #1
OT_LIQUR_WIN_01_N                                  Old Town Liquor Store Window #1 (Night)
OT_LIQUR_WIN_02                                    Old Town Liquor Store Window #2
OT_LIQUR_WIN_02_N                                  Old Town Liquor Store Window #2 (Night)
OT_MALL_BRICK                                      Old Town Mall Brick
OT_MALL_BRICK_N                                    Old Town Mall Brick (Night)
OT_MALL_WIN                                        Old Town Mall (Winter)
OT_MALL_WIN_N                                      Old Town Mall (Winter, Night)
OT_MARKT_BRICK                                     Old Town Market Brick
OT_MARKT_BRICK_N                                   Old Town Market Brick (Night)
OT_MARKT_DOOR_01                                   Old Town Market Door #1
OT_MARKT_DOOR_01_N                                 Old Town Market Door #1 (Night)
OT_MARKT_SIGN                                      Old Town Market Sign
OT_MARKT_SIGN_N                                    Old Town Market Sign (Night)
OT_MARKT_WIN_01                                    Old Town Market Window #1
OT_MARKT_WIN_01_N                                  Old Town Market Window #1 (Night)
OT_MARKT_WIN_02                                    Old Town Market Window #2
OT_MARKT_WIN_02_N                                  Old Town Market Window #2 (Night)
OT_PAWN                                            Old Town Pawn Shop
OT_PHONESIDE                                       Old Town Phone Booth Side
OT_PHONESIDE_N                                     Old Town Phone Booth Side (Night)
OT_PHONETOP                                        Old Town Phone Booth Top
OT_PHONETOP_N                                      Old Town Phone Booth Top (Night)
OT_PIZA_BRICK                                      Old Town Pizza Shop Brick
OT_PIZA_BRICK_N                                    Old Town Pizza Shop Brick (Night)
OT_PSTA_BRICK                                      Old Town Pasta Shop Brick
OT_PSTA_BRICK_N                                    Old Town Pasta Shop Brick (Night)
OT_PSTA_DOOR_01                                    Old Town Pasta Shop Door #1
OT_PSTA_DOOR_01_N                                  Old Town Pasta Shop Door #1 (Night)
OT_PSTA_ONING                                      Old Town Pasta Shop Awning
OT_PSTA_ONING_N                                    Old Town Pasta Shop Awning (Night)
OT_PSTA_SIGN                                       Old Town Pasta Shop Sign
OT_PSTA_WIN_01                                     Old Town Pasta Shop Window #1
OT_PSTA_WIN_01_N                                   Old Town Pasta Shop Window #1 (Night)
OT_PSTA_WIN_02                                     Old Town Pasta Shop Window #2
OT_PSTA_WIN_02_N                                   Old Town Pasta Shop Window #2 (Night)
OT_PSTA_WOOD                                       Old Town Pasta Shop Wood
OT_PSTA_WOOD_N                                     Old Town Pasta Shop Wood (Night)
OT_RAIL                                            Old Town Rail
OT_ROOF                                            Old Town Roof
OT_ROOFTRIM                                        Old Town Roof Trim
OT_ROOFTRIM_N                                      Old Town Roof Trim (Night)
OT_ROOF_N                                          Old Town Roof (Night)
OT_SCORBD                                          Old Town Scorbd
OT_SCORBD_N                                        Old Town Scorbd (Night)
OT_SHOP03_BRICK                                    Old Town Shop 3 Brick
OT_SHOP03_BRICK_N                                  Old Town Shop 3 Brick (Night)
OT_SHOP03_DOOR_01                                  Old Town Shop 3 Door #1
OT_SHOP03_DOOR_01_N                                Old Town Shop 3 Door #1 (Night)
OT_SHOP03_TRIM                                     Old Town Shop 3 Trim
OT_SHOP03_TRIM_N                                   Old Town Shop 3 Trim (Night)
OT_SHOP03_WIN_01                                   Old Town Shop 3 Window #1
OT_SHOP03_WIN_01_N                                 Old Town Shop 3 Window #1 (Night)
OT_SHOP03_WIN_02                                   Old Town Shop 3 Window #2
OT_SHOP03_WIN_02_N                                 Old Town Shop 3 Window #2 (Night)
OT_SHOP04_AWNING1                                  Old Town Shop 4 Awning
OT_SHOP04_AWNING1_N                                Old Town Shop 4 Awning (Night)
OT_SHOP04_AWNING2                                  Old Town Shop 4 Awning
OT_SHOP04_AWNING2_N                                Old Town Shop 4 Awning (Night)
OT_SHOP04_DOOR_01                                  Old Town Shop 4 Door #1
OT_SHOP04_DOOR_01_N                                Old Town Shop 4 Door #1 (Night)
OT_SHOP04_TOP                                      Old Town Shop 4 Top
OT_SHOP04_TOP_N                                    Old Town Shop 4 Top (Night)
OT_SHOP04_WIN_01                                   Old Town Shop 4 Window #1
OT_SHOP04_WIN_01_N                                 Old Town Shop 4 Window #1 (Night)
OT_STAT                                            Old Town Stat
OT_STAT_N                                          Old Town Stat (Night)
OT_THETR_BOOTH                                     Old Town Theatre Booth
OT_THETR_BOOTH_N                                   Old Town Theatre Booth (Night)
OT_THETR_POSTER_01                                 Old Town Theatre Poster #1
OT_THETR_POSTER_01_N                               Old Town Theatre Poster #1 (Night)
OT_THETR_POSTER_02                                 Old Town Theatre Poster #2
OT_THETR_SIGN_01                                   Old Town Theatre Sign #1
OT_THETR_SIGN_02                                   Old Town Theatre Sign #2
PANOZ_DASHL                                        Panoz GTR-1 Dashboard Left
PANOZ_DASHM                                        Panoz GTR-1 Dashboard Mid
PANOZ_DASHR                                        Panoz GTR-1 Dashboard Right
PANOZ_SNEEDLE                                      Panoz GTR-1 Speedometer Needle
PANOZ_STRWHEEL                                     Panoz GTR-1 Steering Wheel
PARTICLES                                          Particles
PEDSTNSHW                                          Pedestrian Shadow
R1                                                 Road 1
R1_FALL                                            Road 1 Fall
R1_FALL_N                                          Road 1 Fall Night
R1_N                                               Road 1 Night
R1_NO                                              Road 1 No Markings
R1_WIN                                             Road 1 Winter
R1_WIN_N                                           Road 1 Winter Night
R2                                                 Road 2
R2C                                                Road 2C
R2C_FALL                                           Road 2C Fall
R2C_FALL_N                                         Road 2C Fall Night
R2C_N                                              Road 2C Night
R2C_WIN                                            Road 2C Winter
R2C_WIN_N                                          Road 2C Winter Night
R2I                                                Road 2I
R2I_FALL                                           Road 2I Fall
R2I_FALL_N                                         Road 2I Fall Night
R2I_N                                              Road 2I Night
R2I_WIN                                            Road 2I Winter
R2I_WIN_N                                          Road 2I Winter Night
R2_FALL                                            Road 2 Fall
R2_FALL_N                                          Road 2 Fall Night
R2_N                                               Road 2 Night
R2_NO                                              Road 2 No Markings
R2_WIN                                             Road 2 Winter
R2_WIN_N                                           Road 2 Winter Night
R4                                                 Road 4
R4_N                                               Road 4 Night
R6                                                 Road 6
R6_FALL                                            Road 6 Fall
R6_FALL_N                                          Road 6 Fall Night
R6_N                                               Road 6 Night
R6_WIN                                             Road 6 Winter
R6_WIN_N                                           Road 6 Winter Night
REFL_DC                                            Reflection (Day, Clear)
REFL_DF                                            Reflection (Day, Fog)
REFL_DR                                            Reflection (Day, Rain)
REFL_DS                                            Reflection (Day, Snow)
REFL_MC                                            Reflection (Morning, Clear)
REFL_MF                                            Reflection (Morning, Fog)
REFL_MR                                            Reflection (Morning, Rain)
REFL_MS                                            Reflection (Morning, Snow)
REFL_NC                                            Reflection (Night, Clear)
REFL_NF                                            Reflection (Night, Fog)
REFL_NR                                            Reflection (Night, Rain)
REFL_NS                                            Reflection (Night, Snow)
REFL_SC                                            Reflection (Sunset, Clear)
REFL_SF                                            Reflection (Sunset, Fog)
REFL_SR                                            Reflection (Sunset, Rain)
REFL_SS                                            Reflection (Sunset, Snow)
RFWY                                               Ramp Freeway
RFWY_FALL                                          Ramp Freeway (Fall)
RFWY_FALL_N                                        Ramp Freeway (Fall Night)
RFWY_N                                             Ramp Freeway (Night)
RFWY_WIN                                           Ramp Freeway (Winter)
RFWY_WIN_N                                         Ramp Freeway (Winter Night)
RINTER                                             Road Intersection
RINTER_N                                           Road Intersection (Night)
ROAD                                               Road
ROAD_N                                             Road (Night)
RWALK                                              Roadside Walk
RWALK_N                                            Roadside Walk (Night)
R_BLDG1_BRICK                                      R Bldg1 Brick
R_BLDG1_BRICK_N                                    R Bldg1 Brick N
R_BLDG1_DOOR_01                                    R Bldg1 Door 01
R_BLDG1_DOOR_01_N                                  R Bldg1 Door 01 N
R_BLDG1_WIN_01                                     R Bldg1 Win 01
R_BLDG1_WIN_01_N                                   R Bldg1 Win 01 N
R_BLDG1_WIN_02                                     R Bldg1 Win 02
R_BLDG1_WIN_02_N                                   R Bldg1 Win 02 N
R_BLDG2_DOOR_01                                    R Bldg2 Door 01
R_BLDG2_DOOR_01_N                                  R Bldg2 Door 01 N
R_BLDG2_WIN_01                                     R Bldg2 Win 01
R_BLDG2_WIN_01_N                                   R Bldg2 Win 01 N
R_BLDG3_DOOR_01                                    R Bldg3 Door 01
R_BLDG3_DOOR_01_N                                  R Bldg3 Door 01 N
R_BLDG3_WIN_01                                     R Bldg3 Win 01
R_BLDG3_WIN_01_N                                   R Bldg3 Win 01 N
R_BLDG4_DOOR_01                                    R Bldg4 Door 01
R_BLDG4_DOOR_01_N                                  R Bldg4 Door 01 N
R_BLDG4_TRIM                                       R Bldg4 Trim
R_BLDG4_TRIM_N                                     R Bldg4 Trim N
R_BLDG4_WIN_01                                     R Bldg4 Win 01
R_BLDG4_WIN_01_N                                   R Bldg4 Win 01 N
